indice_tiempo,produccion_petroleo_crudo_ypf_sa,produccion_petroleo_crudo_pan_american_energy_llc,produccion_petroleo_crudo_pluspetrol_sa,produccion_petroleo_crudo_sinopec_argentina,produccion_petroleo_crudo_tecpetrol_sa,produccion_petroleo_crudo_total_austral_sa,produccion_petroleo_crudo_chevron_argentina_srl,produccion_petroleo_crudo_enap_sipetrol_argentina_sa,produccion_petroleo_crudo_petrobras_argentina_sa,produccion_gas_natural_ypf_sa,produccion_gas_natural_pan_american_energy_llc,produccion_gas_natural_pluspetrol_sa,produccion_gas_natural_sinopec_argentina_exploration,produccion_gas_natural_tecpetrol_sa,produccion_gas_natural_total_austral_sa,produccion_gas_natural_chevron_argentina_srl,produccion_gas_natural_enap_sipetrol_argentina_sa,produccion_gas_natural_petrobras_argentina_sa,ventas_gasoil_ypf,ventas_gasoil_essoaxion,ventas_gasoil_shell,ventas_gasoil_petrobras,ventas_gasoil_oil,ventas_naftas_ypf,ventas_naftas_essoaxion,ventas_naftas_shell,ventas_naftas_petrobras,ventas_naftas_oil
2007-01-01,1225086.7569999998,515727.0,60186.719999999994,174577.92,159491.94999999998,120065.97300000001,264983.6000000001,36966.412000000004,267651.9159999999,1196568.16583,1035180.0460000001,451563.42,158027.632,414098.54000000004,140076.638,39997.40709999999,18459.519999999997,81185.89699999998,581899.0,131738.83,148705.0,152461.0,,215483.0,48026.759999999995,78826.0,62321.0,
2007-02-01,1102360.399,479418.05000000005,56527.13,159717.96999999997,144221.06999999995,94493.907,241978.80000000002,32792.275,261468.58699999997,1066303.6827600002,846824.256,428319.79000000004,140434.702,374717.2189999999,129926.48000000001,40301.020300000004,13416.68,74965.635,552779.0,125564.18,139428.0,141610.0,,191099.0,42279.44,68547.0,55677.0,
2007-03-01,1218184.7489999998,527148.3700000001,58510.35,171717.03000000003,155348.11000000004,123063.789,271839.3,36304.86,236210.596,1208802.5248700005,1084423.416,439497.63,152551.536,420121.87,137355.459,44745.37729999999,14291.26,83437.953,628358.0,149383.34,153470.0,168900.0,,203831.0,46376.020000000004,77801.0,59094.0,
2007-04-01,1178040.3569999996,517213.0000000002,64778.75,168909.57999999996,150741.07999999996,122667.41299999999,266627.7,34424.013999999996,264660.88599999994,1254051.09036,1106480.275,457112.52,141950.09399999995,378013.37,134866.035,48575.5365,11214.23,82723.34800000001,606376.0,146619.01,144717.0,165669.0,,186757.0,43391.6,69107.0,54271.0,
2007-05-01,1209088.3039999998,523442.89999999973,64456.25,175043.73,155887.74999999997,126598.982,273840.9499999999,36780.513999999996,254325.95500000007,1330085.78333,1160340.119,452057.4400000001,142916.032,425814.81,151506.85299999997,50024.1992,10087.099999999999,84931.65,655562.0,149194.61,153859.0,172287.0,,196758.0,47044.42,77391.0,55620.0,
2007-06-01,1165759.022,505792.33,64768.350000000006,162254.05000000002,148386.2,115541.32299999999,257100.59999999995,36073.496,263468.65900000004,1292940.05989,1079244.628,466224.97000000003,143905.65499999994,403450.30999999994,143591.20799999998,45870.60152,10269.69,79425.908,677918.0,141667.23,146486.0,164811.0,,202327.0,48081.13,76993.0,52213.0,
2007-07-01,1142120.7769999998,517263.01,66530.39,148825.36,145256.66999999998,120138.458,254389.09999999998,35682.689,242404.98799999995,1331844.8061499998,1126359.9209999999,519194.05000000005,147364.34300000002,410596.0200000001,143464.421,40180.2928,17193.620000000003,80291.16599999998,666410.0,131394.11000000002,140555.0,162163.0,,220663.0,52650.7,84397.0,57285.0,
2007-08-01,1192570.8499999999,521700.83,68850.73999999999,169331.33,147959.60000000003,119135.46,259976.69999999995,36353.93,246567.20200000002,1321316.09736,1101470.116,516813.69,148368.60299999997,421802.8900000001,145468.69199999998,46099.672699999996,10406.109999999999,81015.29,701579.0,137950.56,145972.0,163117.0,,217760.0,51213.73,78759.0,55421.0,
2007-09-01,1152901.282,513647.93000000005,66281.08000000002,165422.69000000003,144983.4,114329.17300000001,257522.09999999995,34811.353,251465.26,1228201.19025,1065638.666,534897.9,162041.26899999997,414876.19,142191.685,46017.34269999999,10262.43,77442.395,661802.0,137651.21,142847.0,161626.0,,205612.0,47735.22,68591.0,52948.0,
2007-10-01,1188505.4079999996,538949.3400000001,64248.700000000004,171438.13999999998,150243.62000000002,112373.55399999999,267952.94999999995,35522.099,245292.074,1159388.8932849995,1024366.126,510390.79,152697.17,433865.98000000004,140041.695,47080.68229999999,10998.3,80582.676,677509.0,143433.91,159084.0,173029.0,,225371.0,51491.64,81921.0,57496.0,
2007-11-01,1048348.5830000006,502298.49,65009.3,141231.29,137080.11000000002,109856.797,251644.65,34001.401,249603.15700000006,1087993.3052799997,1033657.8019999999,517588.74000000005,141693.37400000004,333265.0,128205.32999999999,39130.32950000001,10439.23,62279.861,684952.0,146087.4,163849.0,170789.0,,213620.0,54586.0,80131.0,57172.0,
2007-12-01,1151410.9190000002,527008.11,62782.69,184771.63,148711.78000000003,117913.929,266842.30000000005,34693.241,222048.793,1170163.4222550006,1104238.0919999997,549247.69,140336.45099999997,373773.80000000005,136206.472,49515.812999999995,10977.35,71099.89,660024.0,146705.95,157856.0,173364.0,,240993.0,59418.0,83705.0,60287.0,
2008-01-01,1145385.6939999994,520066.22000000003,66099.54,191770.87000000002,146308.42999999996,102470.48599999999,251987.59999999995,34561.863,230148.894,1175698.7488780003,988404.719,549562.65,137006.49,400888.72000000003,138719.938,50455.68410000001,10020.56,69645.736,641397.0,134536.83,144773.0,159401.0,,257086.0,59135.439999999995,81956.0,68018.0,
2008-02-01,1071766.72,499513.99000000005,62755.86,178805.83000000002,138566.2,102048.091,244561.50000000003,31060.888,241188.18999999994,1093399.4317720009,974354.1429999999,521322.6,131060.34499999999,385559.88999999996,133288.984,46184.61059999999,9337.59,76716.94,605088.0,131086.3,147171.0,150405.0,,223899.0,54316.81,78865.0,60904.0,
2008-03-01,1152161.6862999997,530761.47,65988.56000000001,190617.01,151762.65999999997,111303.653,247121.0,50382.188,222995.91,1193803.1272520002,1070334.926,541584.9299999999,140652.554,406297.1500000001,143299.596,56818.47360000001,43627.61499999999,77150.72499999999,630530.0,137498.56,156947.0,165623.0,,237711.0,58279.85,87245.0,62198.0,
2008-04-01,1090382.6110000003,516392.84,62054.960000000014,182176.90999999995,148935.75999999992,106145.22600000001,249044.24000000046,52190.94900000001,232305.59100000001,1103102.742262,1038037.2150000001,536964.1399999999,139511.17399999994,390019.3400000001,138539.541,52908.989299999994,54938.08,74707.88188,667373.0,151828.47,166991.0,180516.0,,211858.0,54263.03,84719.0,59741.0,
2008-05-01,809967.3120000005,476853.37999999995,66596.73999999999,28594.210000000003,147514.02,117017.081,235615.19999999998,34208.189,222485.338,1098060.294928,1182843.873,559997.49,151353.51200000005,293538.36999999994,140334.744,9122.6739,24474.399999999998,39512.89000000001,667302.0,159250.37,156635.0,179827.0,,205985.0,62291.64,88904.0,61068.0,
2008-06-01,954072.0250000001,509244.1410000001,63315.11,144339.37,140951.55999999997,113252.034,240021.55000000005,52162.34999999999,201236.66499999998,1121746.579021,1119573.506,551712.05,164161.21500000003,366632.5900000001,135295.27000000002,33993.8518,36690.119999999995,72852.87999999998,611077.0,135837.24,96176.0,142221.0,,204032.0,56756.15,79299.0,51288.0,
2008-07-01,1093699.1989999996,540972.8100000002,66821.86,197513.23,144411.32,114483.78600000001,243880.19999999998,57459.619999999995,210039.37899999996,1188599.3217910002,1135515.9810000001,574646.28,166458.45499999993,410967.0699999999,142765.49008303494,46372.6665,61307.35,78309.04000000001,675134.0,153332.83,145711.0,167873.0,,240733.0,59153.100000000006,78451.0,60104.0,
2008-08-01,1122785.6550000005,545894.77,69199.09999999999,203354.57000000004,146531.43000000002,114301.195,238355.2,63612.56,226164.98100000006,1215883.4697789995,1131203.264,570259.43,164931.566,407484.5420000002,141666.49899999995,53000.9728,73853.47,75106.887,674864.0,150872.657,141282.0,160272.0,,243727.0,58927.030000000006,70809.0,57361.0,
2008-09-01,1092046.9729999995,515940.73000000004,67283.3,200622.24,139381.90999999995,107198.01500000001,236504.4,61222.04,224261.839,1177523.2117340004,1050007.524,547750.66,157878.74000000002,375977.09599999996,139802.986,49696.8035,70438.45999999999,73611.10300000002,644640.0,151968.566,129100.0,165696.0,,242127.0,57026.05,73133.0,55679.0,
2008-10-01,1107613.8820000002,533404.1000000002,67141.85,204952.31000000003,147494.03,106557.45199999999,242588.09999999995,63104.92999999999,216105.50999999998,1109387.784619,1048621.0380000002,558511.39,163001.012,422025.2999999999,138049.405,52229.4383,72812.52232,75463.24,658316.0,148117.495,151989.0,170724.0,,252803.0,59972.84999999999,77098.0,58065.0,
2008-11-01,1071768.448,521844.1399999999,63581.09,200193.31000000003,139957.87999999998,101359.73,237535.09999999998,60070.682,228805.32900000003,1060975.129517,981797.2640000002,533500.5599999999,152640.79400000002,386633.55000000005,119024.833,49888.116,74343.91441,74716.74800000002,634230.0,136560.958,134737.0,154777.0,,242741.0,56585.19,69535.0,53234.0,
2008-12-01,1084234.989,493213.6699999999,67968.12,180784.54,145245.26,99805.00999999998,240261.40000000002,60193.562,220566.44899999996,1116225.5450830003,962978.2739999999,535582.7,158255.41000000003,376956.30999999994,131871.914,52693.10149999999,81145.34025000001,73964.43000000001,663866.0,123716.70000000001,169665.0,148276.0,,294662.0,64211.479999999996,78570.0,64444.0,
2009-01-01,1069926.9000000004,522285.9900000001,62820.26,179533.86,137902.84299999996,66055.186,239718.90000000002,59603.52,223575.98299999998,1065438.1320999998,987918.2749999999,532782.71,157604.93899999998,408712.41,129521.91699999999,52540.526300000005,68397.59,70893.54000000002,626703.0,122161.65,111765.0,141122.0,,285960.0,60858.85,79675.0,63093.0,
2009-02-01,970580.2769999995,486831.97,59047.800200000005,198684.47000000003,122114.57799999998,60208.545000000006,214285.8,53431.439999999995,195515.50999999998,978058.3008000002,890727.2509999999,494712.62999999995,150107.335,384903.9499999999,108577.36999999998,50024.27589999999,61338.33,61092.51999999999,586180.0,109245.73700000001,99817.0,124892.0,,257650.0,50495.840000000004,67102.0,52947.0,
2009-03-01,1073549.9260000007,549347.39,64757.9799,226473.31999999998,133547.902,66368.64899999999,214089.30000000002,52585.27,217891.37999999995,1118849.9722999998,1037403.4310000002,543018.38,161173.45400000003,426272.04,129085.865,62750.284799999994,49588.490000000005,64478.89,645642.0,143400.354,119711.0,130889.0,,267778.0,55588.99,73117.0,54598.0,
2009-04-01,1033317.1730000001,538441.88,60692.7598,193645.01500000004,129940.469,65736.61899999999,225587.59999999995,53624.06,207468.95199999996,1078841.9023000002,1038813.7080000001,502664.45999999996,151049.68699999998,416112.55999999994,124246.75200000001,61438.9101,62095.6,61715.89000000001,635061.0,141305.306,146515.0,127548.0,,260399.0,54190.21,74256.0,53184.0,
2009-05-01,1046513.5730000001,567877.4099999999,58608.5299,217258.81000000003,134493.80400000003,68596.485,227417.69999999998,49932.79,203694.38,1083640.8985999997,1110574.5790000001,541106.5700000001,155525.869,388889.7029999999,133036.18600000002,62284.85800000001,59119.08,56622.52,593378.0,131347.33,154607.0,116807.0,,252556.0,53193.29,74421.0,49157.0,
2009-06-01,961481.9379999997,553085.7800000003,57718.9302,168328.09000000003,129348.589,69868.47499999999,225112.0,50223.47000000001,201536.882,1086464.8720000002,1091448.5480000002,525446.22,149174.60000000003,400196.3219999999,125872.166,52060.196599999996,63225.270000000004,57319.41999999999,597923.0,143224.81,139120.0,109414.0,,253943.0,54159.15,76995.0,51552.0,
2009-07-01,1012486.445,564208.17,53095.1201,204697.36,132810.80299999999,72754.36399999999,226195.3,54293.87,193719.47699999998,1123104.2381,1127797.913,541229.6799999999,151058.364,393130.87999999995,138037.687,60493.274,67091.72,60945.8,594240.0,155545.6,139123.0,105435.0,,255264.0,53004.07,75586.0,52147.0,
2009-08-01,815722.5039999995,534780.0000000001,59227.75,81122.93000000001,135429.627,73308.88399999999,224732.30000000002,37989.08,193547.47100000005,1035021.7148999996,1127586.779,546414.0,148493.32700000005,312154.88599999994,132594.47400000005,22374.365800000003,24713.789000000004,44736.35999999999,610940.0,148494.28,143839.0,107608.0,,265183.0,55872.36,77421.0,53212.0,
2009-09-01,974687.3439999997,545597.6699999998,53631.10010000001,193391.53000000003,126290.363,67236.951,216090.29999999996,59176.32000000001,201282.66400000002,992113.3744,1051635.351,522747.73,141359.17500000002,379707.54099999997,124789.833,55848.242699999995,84126.5,59144.73000000002,603437.0,142165.55,142552.0,107733.0,,263246.0,55503.049999999996,77109.0,53464.0,
2009-10-01,1035234.2870000001,562225.8099999998,57835.1899,202933.22,129120.377,68455.997,218286.8,59569.6,211949.65799999994,1005277.2285000001,1070962.7510000002,543589.4500000001,145797.54900000003,403959.79800000007,138908.64700000003,60926.1465,76948.59130000001,34478.39,622501.0,163428.53999999998,152483.0,112265.0,,280887.0,59781.72,84412.0,55556.0,
2009-11-01,944843.7309999997,540034.27,55269.2002,177314.16999999995,124357.53000000001,62832.089,208806.79999999996,58316.020000000004,193978.87000000005,862569.4906,945323.068,520727.65,135794.99000000002,383084.46599999996,131614.09,56256.43200000001,68472.54,31540.159999999996,622004.0,160563.00499999998,135812.0,105099.0,,264925.0,58633.78,77298.0,50580.0,
2009-12-01,976544.8329999994,555862.3700000002,56778.4597,187353.46,130601.93000000004,63722.348000000005,211979.70000000004,57855.28,201938.35700000005,896604.4312999996,1050675.664,532072.35,135722.147,378641.00100000005,131060.48100000001,55332.164600000004,69275.22,32712.029999999995,663554.0,141308.3,173303.0,115170.0,,307204.0,66146.9,85285.0,58297.0,
2010-01-01,1036629.1869999999,555637.6999999998,55063.93,195616.923,128607.91300000003,59843.14200000001,210670.3,56632.20999999999,198888.59,949787.5132000003,1006316.515,518609.77,130486.55600000003,387474.54,128375.992,59450.6747,73716.37,24563.1,628215.8069999999,135978.38300000003,128961.0,103512.12999999998,,314302.0,69639.81100000002,81137.0,58947.016000000025,
2010-02-01,943927.3910000002,502897.88999999996,49566.02,164126.98099999997,114655.065,59355.63700000001,190931.59999999998,51276.5,178451.306,888853.8670999997,976158.3859999998,469841.06,116833.831,354919.6009999999,120431.618,52472.967199999985,73272.06999999999,21695.699999999997,597419.311,126775.09999999999,124698.0,98617.35800000002,,262665.0,57972.50000000005,77424.0,52522.733000000015,
2010-03-01,1036203.1350000001,563576.9400000001,56572.009999999995,201338.25,124696.37399999998,63141.77,213920.49999999997,51816.01,194963.49600000004,1005295.5840999996,1056033.8050000002,506680.38,129851.54,389319.99000000005,133841.269,58833.9633,59427.44,24681.750000000007,685898.81,186334.12,153612.0,127332.72899999998,,279251.0,71555.49000000003,88851.0,64388.23799999999,
2010-04-01,999372.6289999998,547654.0899999999,50730.71,187874.96,120551.974,64083.38,206529.6,53143.97,184892.82800000004,990176.7114999996,1031241.841,480652.73,128003.06800000001,340224.786,116488.764,54879.3303,63253.14,22632.780000000002,651376.0,174163.22999999998,159317.0,156383.92700000003,,267318.0,69106.17000000004,84880.0,59109.05899999999,
2010-05-01,1036035.7299999994,554143.47,53305.2,196260.77999999997,122940.96200000001,67246.386,209261.3,54640.0,191098.33700000003,1020459.5991000002,1155408.2759999998,511513.55999999994,130723.15500000001,360124.6240000001,126709.268,61516.8369,72411.85,22876.95,641278.0,177208.995,155601.0,138409.42399999994,,270413.0,68280.575,83467.0,55933.643000000004,
2010-06-01,1014425.2840000003,537049.5199999998,52830.82,189915.84999999998,118577.82599999999,65981.895,201907.79999999996,53497.86,184377.31,984879.8771000002,1149555.341,506611.83,124291.67400000001,335627.474,122554.17100000002,60736.9081,73580.33,22702.620000000003,626203.717,169642.12000000008,143222.0,130853.90100000003,,262710.0,64827.38999999998,80988.0,55199.69700000001,
2010-07-01,1044782.7600000004,544159.9699999996,53509.43,203285.46000000002,119030.12799999997,71310.81899999999,205786.59999999998,53927.58,189934.991,1020565.2241000003,1206333.591,514592.45999999996,124852.88300000002,356948.309,126868.25699999998,61791.298099999985,82581.29000000001,23736.26,639025.667,177914.15999999997,145519.0,130023.58199999998,,285048.13,69152.39000000004,86647.0,58682.776,
2010-08-01,1046543.31,551586.8600000001,56847.659999999996,205135.87000000002,120682.36300000001,68960.612,202527.5,44333.82,190635.199,1016794.5036999997,1229244.524,509319.51,122273.01400000002,357330.5779999999,131879.686,60286.7086,67692.17,23339.96,641839.4450000001,172585.06000000003,148229.0,123720.22400000002,,286631.0,69890.84000000001,86787.0,58398.984,
2010-09-01,967033.4160000003,538072.52,53125.51,200635.53099999996,115486.208,65825.256,193373.2,33229.72,192706.45099999994,977415.0293,1162235.4999999998,485853.94,117034.922,345082.25,129190.442,63184.733,23384.79,22849.31,655638.0989999999,139920.365,151530.0,114730.888,,279432.0,56602.86300000003,84411.0,57407.178,
2010-10-01,1024767.9699999996,521261.91000000003,55810.530000000006,198256.36699999994,116426.62700000001,64376.905,199852.30000000002,29644.2,196558.037,996275.8808000002,1137925.225,498825.89,115876.763,360611.477,131964.076,67790.18879999999,4544.28,23198.72,681862.713,144679.745,155966.0,113066.77100000001,,295881.6000000001,66679.49,89143.0,60866.365000000005,
2010-11-01,974604.7180000003,532845.08,54092.81800000001,193026.33699999997,112675.813,59448.992,193471.09999999998,27496.059999999998,188114.38800000006,952999.6860999999,1027875.761,467672.91000000003,113767.112,336343.0769999999,120529.912,67442.0651,4494.8099999999995,21600.610000000004,716953.449,136714.33799999993,151958.0,114089.70400000004,,289820.0,69697.03699999998,87626.0,62052.529,
2010-12-01,731413.364,501294.63000000006,56168.99,129595.19200000004,110452.947,63116.958,196217.1,20668.56,184733.063,923321.7790999996,1112589.3159999999,481739.85,117781.13700000002,348590.424,130778.56499999999,50373.3545,5783.67,21567.25,742528.049,144690.59000000005,167618.0,120930.83499999998,,346619.0,69491.18999999999,97546.0,69509.751,
2011-01-01,1012942.9299999995,539549.86,52694.49,180341.983,112529.222,60943.64500000001,195423.69999999995,38313.0,191066.14400000003,957412.0499999997,1070003.224,482850.79000000004,117656.40199999999,355343.9919999999,126269.541,61912.4967,24834.29,22335.53,688879.7790000001,154595.35999999993,132393.0,116854.206,,339764.0,76959.79000000001,94525.0,59348.904,
2011-02-01,934150.9299999997,488110.82000000007,48362.33,164965.94999999998,105783.624,55889.173,173674.39999999997,34697.81,167550.75600000002,850690.06,996211.169,432241.99,110334.89199999998,309955.929,110437.71800000002,55938.09440000001,24199.960000000003,20334.210000000003,633455.0580000001,133614.78999999998,121225.0,107634.901,,296449.0,65402.939999999995,94423.0,55819.35700000002,
2011-03-01,1016652.4100000001,541228.1100000001,55055.99999999999,186076.71399999998,117859.558,56000.502,189216.09999999998,38042.26,186721.774,929611.2200000001,1052687.231,473961.47,124060.61199999996,346530.41799999995,122767.572,61434.9172,25386.2,23177.92,734772.568,155634.88999999998,156227.0,123456.818,,329024.0,73320.37,113387.0,64881.782,
2011-04-01,701997.9899999999,496682.8299999999,52832.71,32224.041999999998,112525.13100000001,63319.126000000004,178491.09999999998,35207.47,178670.51800000004,829670.9199999999,1137131.7869999998,432412.10000000003,120054.13900000001,326203.288,123755.56899999999,7788.8986,24786.1,21485.03,726026.0150000001,171059.87,158372.0,122985.065,,300008.0,82204.55999999997,102829.0,61207.48699999999,
2011-05-01,715099.6400000002,548768.5100000001,53520.86,131364.746,116004.01,64588.81999999999,176944.9,37214.49,183301.89400000006,873239.4900000002,1202363.8239999998,485713.83,129794.275,347004.32699999993,127584.44699999999,38278.79080000001,27365.010000000002,21639.29,702094.443,167767.69099999996,150623.0,66921.987,46861.41829999999,288702.0,83479.99600000001,100289.0,37000.36899999999,21517.9795
2011-06-01,745449.8800000001,528557.83,52297.43000000001,119769.82100000001,112860.009,63319.68000000001,168172.3,33830.74,178232.30100000004,858907.9299999998,1188166.2339999997,475800.86,125484.092,349677.98399999994,117708.52100000001,38769.917199999996,26080.62,21488.370000000003,668645.883,162502.07000000004,155896.0,66272.36399999999,49323.5113,284921.0,71150.90999999997,102914.0,35997.07999999999,21118.45179999999
2011-07-01,858922.5000000001,549536.3600000002,193377.71999999997,167949.40300000002,116904.99800000002,63155.52899999999,165729.00000000003,30331.050000000003,191520.41200000004,896026.1099999994,1204892.4449999998,488448.36,133477.407,366517.29699999996,126919.43799999998,52030.0563,12763.539999999999,22032.975,704368.509,160153.87,157010.0,68623.008,45425.23310000001,317492.0,70313.44999999998,116882.0,40803.89599999999,23915.6419
2011-08-01,997306.7499999998,542094.7000000002,190189.87,178779.62999999995,119729.713,64191.76499999999,166072.9,36469.19,186440.804,905455.3099999998,1215368.5050000001,492846.31,136522.11100000003,358830.70499999984,124439.324,54227.8084,27469.27,22244.72,697169.0,162944.45000000004,164879.0,70476.46699999999,54036.93030000001,312690.0,70431.01000000001,116728.0,39289.408,24172.613800000003
2011-09-01,979632.6999999994,524307.0299999999,181325.02999999997,174184.507,115050.31800000001,62883.325,163821.80000000005,35369.47,183794.34800000003,863695.0899999999,1181754.4389999998,479618.37,130666.27799999999,336772.045,120155.90400000001,51722.58909999998,27283.15,21535.37,690752.0,166767.13000000003,159233.0,66581.24699999999,55186.7572,305584.0,79502.56999999999,112014.0,38248.44,22761.431599999996
2011-10-01,1024865.7199999999,541283.4799999999,184953.87000000002,181709.36000000002,116931.45299999996,70724.419,169338.9,36017.95,194188.50699999998,902251.4199999998,1191356.586,491774.54000000004,131967.354,371037.377,119431.012,59578.9095,27665.710000000003,22191.239999999998,689653.0,156492.93999999997,155741.0,65650.334,55528.87640000001,318449.0,77723.68999999997,118418.0,38777.56200000001,22538.810100000002
2011-11-01,981230.8100000003,524008.4899999999,178278.58999999997,179930.982,112578.874,64755.53999999999,161469.5,34440.71,187770.00599999996,860390.1100000005,1120753.9049999998,464426.02,125417.84400000003,358139.5019999999,115818.69700000001,62109.39409999998,25546.05,21633.09,705249.0,155696.81,159121.0,72473.212,58278.518599999996,316551.0,73916.09,123956.0,39456.892,22377.8668
2011-12-01,983993.5999999996,548583.7100000001,184411.90000000002,187254.59200000003,113919.11099999996,61711.835000000014,162799.4,41221.740000000005,193031.66199999998,877078.6299999997,1113501.2850000001,485950.99,128138.34199999999,361686.06200000003,115706.49500000001,64489.86809999999,41349.009999999995,21691.420000000002,722248.0,159354.34000000003,181657.0,71312.308,57664.449900000014,377910.0,83554.83000000002,139103.0,43018.844,24792.6562
2012-01-01,948982.3600000005,533730.4100000001,180680.74,185466.648,111571.48699999998,59923.63299999999,158503.9,49528.85,191757.749,879119.9499999998,1141252.762,477475.58999999997,121402.66899999997,360791.54,110258.76399999998,64575.1995,59022.42,21135.25,660362.0,157282.31,135293.0,60980.66599999999,52487.853899999995,349532.0,90047.15000000002,125228.0,41988.867000000006,23506.223899999997
2012-02-01,901556.2299999999,489785.38000000006,169486.22999999998,166200.49700000003,104239.81000000004,52943.116,148398.09999999998,46121.75,178852.245,824638.4300000003,970297.8379999999,435069.89999999997,117229.80099999998,323269.08999999997,99688.0,60720.98569999999,57077.82,20807.535,570156.0,142525.0,126812.0,56513.738000000005,48944.971699999995,311493.0,88658.0,118825.0,39756.62699999999,22458.1732
2012-03-01,974206.61,521594.63,180813.15,183676.797,112172.45799999997,58959.715000000004,156184.39999999997,45476.95,187747.838,876283.4399999998,1112296.05,463243.73999999993,125983.007,348151.13000000006,97156.074,63534.652599999994,45783.469999999994,22478.55,670933.0,176902.25,157846.0,63895.448000000004,56675.50360000001,341831.0,92957.20999999999,124520.0,40454.94,25752.141499999994
2012-04-01,926400.0199999999,498501.14,170604.38000000003,178809.923,104397.75299999998,60043.454,144290.137,44569.06,180617.123,840504.4569999997,1122800.912,434423.87,123725.149,331024.9800000001,105328.126,62936.1421,55187.4,19329.019999999997,631783.0,179876.0,151460.0,65408.734000000004,65972.521,308637.0,84635.0,110103.0,38093.99200000001,23161.30349999999
2012-05-01,964087.6900000003,525964.1199999996,181520.46999999997,181214.93120000002,106490.54600000002,61969.241,150977.2,49819.38,186895.618,871900.4599999997,1156222.496,457519.17999999993,127043.88900000001,338512.35999999987,107740.92100000002,62575.975499999986,61116.770000000004,21810.26,647479.0,172145.13999999996,146407.0,60621.87499999999,59492.19010000001,300568.0,87266.47999999998,117284.0,37865.058,23674.2006
2012-06-01,924133.0399999997,389818.1099999999,187770.58000000005,180255.99,98268.03599999998,59664.92300000001,144379.6,46315.06,180217.49500000005,856847.1900000002,1104926.1620000002,422472.2,121021.60500000001,332724.01999999996,104160.257,57736.3284,59937.57,21763.53,613897.0,161917.1495,147969.0,59660.830000000016,56087.4517,303857.0,86943.37589999997,118898.0,38374.187,24883.7138
2012-07-01,950698.6099999998,433594.46,191221.1,179307.37099999998,104230.13300000002,62344.608,147925.50000000003,50597.329999999994,182865.33299999996,887751.1099999998,1147824.378,441834.27999999997,123161.87099999998,334262.6500000001,106030.561,59261.475099999996,67729.70999999999,21526.42,666421.0,174348.22950000002,148976.0,63846.612,55359.3459,348665.0,84804.51,117207.0,37870.774999999994,24145.530899999998
2012-08-01,968109.4399999997,503527.81,193858.49,185321.95500000002,105935.44900000005,61932.80099999999,147411.40000000002,50499.77,181193.91700000004,887967.1200000001,1138754.765,446418.91,120524.41399999999,335932.52,103611.08700000001,63958.65419999999,66917.76,21368.799999999996,664189.0,156516.635,147423.0,58133.012999999984,49209.69660000001,344254.0,79492.96,118780.0,35283.647000000004,23145.301800000005
2012-09-01,929692.8599999995,485821.66,184713.58,181861.37900000004,103895.687,59546.736999999994,139107.1,49709.520000000004,177712.86599999995,858248.9999999998,1094313.057,429144.1,115436.71399999998,332166.04,104042.333,61419.87780000001,66815.98000000001,20479.829999999998,634009.0,143525.76,134217.0,51796.722,48080.57790000002,346145.0,74116.65,113275.0,33697.721,21813.442699999992
2012-10-01,956334.2499999999,489350.37,189165.15000000002,191858.17500000005,114641.52099999998,59943.23899999999,137954.69999999998,49913.74,180882.00700000004,869969.3299999995,1130753.8679999998,438577.15,120449.91799999999,326230.09,106987.254,64026.8976,67513.69,20970.429999999993,663409.0,142904.65319999997,142283.0,55342.296000000024,50389.76039999999,358790.0,75015.92,121941.0,37379.214,23286.899699999998
2012-11-01,896305.0800000003,468074.2300000001,171502.97050000002,182262.34100000001,111572.60100000001,57296.056000000004,115398.00000000001,46385.18,164913.129,825211.5899999997,1073367.008,414450.36,117470.68900000003,307310.7,109286.342,61975.886000000006,64124.81,17703.19,677346.0,193690.0,133866.0,57797.807,63462.762999999984,349623.0,82600.0,124781.0,38804.495,25392.8757
2012-12-01,955652.1699999998,474704.0154,188572.89,187368.521,108276.01700000002,58041.30100000001,133902.3,45294.29,187717.92599999998,848223.5899999994,1069945.172,414875.57999999996,123504.18400000001,317760.9300000001,114106.506,63973.77070000001,65162.44000000001,19897.15,655573.0,176046.0,167236.0,66448.71100000001,52638.6611,402642.0,96175.0,131551.0,42575.613,26153.613799999996
2013-01-01,945449.5099999991,465270.3579999998,183651.2334,188347.32199999996,101590.44199999998,53559.029,126976.80000000002,47463.35,180435.19300000003,868604.7599999999,1060946.634,412047.23,120142.91700000002,304576.5800000001,109006.56509999998,63097.7327,66131.35,20286.300000000003,646724.0,169968.94489999997,138780.0,52158.416000000005,62098.92069999999,396815.0,98244.7485,127279.0,42883.05599999999,26056.801700000007
2013-02-01,868291.2500000001,415762.9499999999,166476.54389999996,165816.81299999997,93448.01200000002,48071.969999999994,115660.19999999998,44346.07,160397.28200000004,789329.18,979711.734,364445.95999999996,106018.14099999997,270223.18000000005,98737.519,59625.18589999999,63279.05,19930.230000000003,573029.0,160891.99999999994,116752.0,46848.231,47104.58779999999,354370.0,89649.20999999999,110922.0,37914.919,23628.361600000004
