indice_tiempo,produccion_petroleo_crudo_ypf_sa,produccion_petroleo_crudo_pan_american_energy_llc,produccion_petroleo_crudo_pluspetrol_sa,produccion_petroleo_crudo_sinopec_argentina,produccion_petroleo_crudo_tecpetrol_sa,produccion_petroleo_crudo_total_austral_sa,produccion_petroleo_crudo_chevron_argentina_srl,produccion_petroleo_crudo_enap_sipetrol_argentina_sa,produccion_petroleo_crudo_petrobras_argentina_sa,produccion_gas_natural_ypf_sa,produccion_gas_natural_pan_american_energy_llc,produccion_gas_natural_pluspetrol_sa,produccion_gas_natural_sinopec_argentina_exploration,produccion_gas_natural_tecpetrol_sa,produccion_gas_natural_total_austral_sa,produccion_gas_natural_chevron_argentina_srl,produccion_gas_natural_enap_sipetrol_argentina_sa,produccion_gas_natural_petrobras_argentina_sa,ventas_gasoil_ypf,ventas_gasoil_essoaxion,ventas_gasoil_shell,ventas_gasoil_petrobras,ventas_gasoil_oil,ventas_naftas_ypf,ventas_naftas_essoaxion,ventas_naftas_shell,ventas_naftas_petrobras,ventas_naftas_oil
2013-03-01,968354.7000000003,462281.26000000007,187157.0259,185477.20500000005,101222.815,49119.56399999999,128320.9,46636.009999999995,181083.47799999997,864266.15,987040.572,413451.69,115558.35900000001,297149.39999999997,109438.784,63396.4844,63435.0,21937.15,682617.0,184512.0,137948.0,50872.04600000001,54562.9104,382338.0,91294.0,122440.0,36589.73299999999,24929.614199999993
2013-04-01,924836.37,446571.43700000015,185081.49180000002,170656.123,97578.85700000002,49099.39600000001,119731.7,44050.65,174281.417,823399.3899999999,1007731.5210000001,393449.6200000001,109991.54899999998,294257.69999999995,103977.932,60495.9937,54734.14,22185.3,681801.0,181724.6,160920.0,66622.65800000001,64096.39119999999,328994.0,90650.65,130064.0,38583.40800000001,24536.820399999997
2013-05-01,979550.3400000003,473245.3499999998,191854.3899,182187.98180000004,100310.953,54705.13900000001,125241.3,45752.409999999996,178681.36199999996,878510.503,1068162.754,419051.74,110142.70000000001,301033.13,108796.69289999998,66597.7753,55551.47,23886.23,686761.0,177548.10000000003,161852.0,63798.06599999999,64849.15289999999,349323.0,95160.65999999999,136548.0,38317.979000000014,25650.721299999994
2013-06-01,944724.56,469270.48000000004,179877.13619999998,169903.479,96039.07600000002,53885.456000000006,120089.59999999998,48696.52,168563.2529999999,860482.4500000001,1042004.5210000002,389838.19000000006,106178.308,287849.6,102383.7271,65791.451,69544.11,22950.739999999998,619424.0,163170.08310000002,154095.0,58139.40000000001,55753.266500000005,348629.0,85525.0119,125094.0,35597.636,23138.8589
2013-07-01,996613.8999999999,481160.58299999987,189365.086,182640.04900000003,99307.40200000003,57378.82900000001,126058.2,49280.46,173860.63400000002,889460.0799999996,1070595.436,393135.43,109033.05800000003,305452.26000000007,104332.408,68070.8358,74218.26,21234.149999999998,666107.0,170204.54999999996,160983.0,61972.348000000005,60236.0439,378151.0,91378.55000000002,137579.0,39632.889,26209.898000000005
2013-08-01,987671.1399999999,479495.42000000016,189654.33990000002,184004.857,98817.283,58391.536,126137.6,47981.02999999999,172173.43,908856.7799999997,1069037.9689999998,391605.0,111155.91499999998,309521.7700000001,105232.11899999999,67755.99089999999,73772.89,21946.790000000005,667036.0,176358.5100000001,161876.0,61617.014,58205.76429999999,372771.0,90194.09,136506.0,37979.84,25605.197799999987
2013-09-01,978268.1799999999,465877.9299999998,185782.21959999998,172051.90500000006,98511.281,54020.35400000001,119440.05,46559.95,162756.824,889397.6200000002,1011628.246,387318.56,111878.00099999999,290533.91000000003,105742.5895,65261.483700000004,74905.39,21705.159999999996,633001.0,162175.0,145860.0,58707.09899999999,53143.3128,354893.0,85630.0,129067.0,36345.189,24372.91960000001
2013-10-01,1020859.0700000002,482755.98999999993,192457.32929999998,182231.73199999996,101623.579,55631.76,123353.09999999999,47201.479999999996,161620.348,916453.4799999996,1030677.2009999999,399846.2899999999,114036.55899999998,302135.53,105822.11109999998,66375.01590000001,71655.41,21915.82,682286.0,176059.50000000006,155180.0,63506.232,56780.57169999998,389953.0,98614.09999999998,132640.0,39952.91799999998,27394.959400000003
2013-11-01,992724.64,463177.05999999994,183350.3596,177598.75100000002,93451.39600000002,50913.299000000006,118829.0,46075.91,155888.47000000003,900409.8400000002,989997.698,386897.05000000005,111042.99400000002,294955.54,99402.3991,63545.792,71240.15,21412.02,666243.0,167724.95000000007,148332.0,63727.081999999995,59573.95410000002,377133.0,99135.05000000002,129037.0,39704.007999999994,25989.5185
2013-12-01,1033302.9500000002,478687.39999999997,190761.50859999997,170252.736,93782.47799999999,53248.34,118899.5,48274.53,157536.601,945110.1600000001,1011778.163,396409.27999999997,110866.72199999998,290153.18,96273.511,63970.708099999996,72250.95999999999,20666.590000000004,666497.0,173068.78,174146.0,67727.54100000001,53158.63070000001,420680.0,107046.07999999999,152005.0,45500.326,29265.106099999997
2014-01-01,1033051.9300000002,473450.3100000001,191249.27569999997,171285.43499999997,95923.186,51395.973,113542.79999999999,49928.33,163581.545,948349.3499999999,1040325.8979999999,393118.75,108217.90000000001,293626.9199999998,100236.87400000001,60899.008299999994,69636.72000000002,21774.77,640251.0,185822.0,143545.0,63595.076999999976,53353.3663,438445.0,103382.7,128426.0,38261.01399999999,29862.429600000003
2014-02-01,933625.11,428654.87999999995,169149.37570000003,157306.13400000002,86291.611,47285.175,98986.3,42949.689999999995,146197.049,864281.5100000002,932884.819,359509.93,96463.32400000001,263189.6600000001,85542.808,55852.795099999996,63143.87,20568.949999999997,602773.0,158783.0,126581.0,57397.66399999999,49906.400899999986,395797.0,93077.0,117036.0,34914.16300000001,26289.218499999995
2014-03-01,1069926.76,477685.42999999993,183482.8291,168735.05899999998,97286.93000000001,51294.276000000005,108133.5,49068.26,110703.10899999998,966186.0799999991,971355.871,401173.9,104753.28600000001,286630.11999999994,95731.259,64331.028900000005,71976.48000000001,22788.2,650003.0,177052.0,140563.0,66381.63999999998,53745.11860000001,399686.0,98480.0,122847.0,35280.81400000001,26217.8919
2014-04-01,985290.0099999999,462494.61,175481.1468,159456.308,92873.88300000002,41875.149999999994,96310.69999999998,45299.22,101817.29999999999,902124.5099999997,889924.6250000001,382390.9,100257.61200000002,268244.44999999995,85682.815,62039.4014,68981.48000000001,21535.05,752235.0,189867.0,163220.0,74278.97499999998,66239.35880000002,397972.0,98294.0,125625.0,36258.262,27322.9991
2014-05-01,1057562.4699999995,481639.2299999999,182239.94869999995,157916.71000000002,96936.381,53411.797,99934.30000000002,48314.2,106828.12199999999,980890.78,1033747.471,395038.04000000004,107168.74400000002,280122.73,92242.4308,61373.717699999994,71741.86000000002,21833.76,677360.03,161590.0,145114.0,66565.73899999997,57354.9375,385130.0,93560.0,116960.0,33796.070999999996,24379.0822
2014-06-01,1035720.15,470192.6899999997,175107.03259999998,149602.13199999998,91909.19699999997,51426.744999999995,95862.7,47349.280000000006,103417.94699999999,963140.3499999995,984786.6039999999,383500.12,104063.828,270638.9100000001,87332.9739,63516.4964,71809.34000000001,19619.000000000004,687503.468,173140.0,145800.0,70167.69099999999,61757.97559999999,380577.0,93408.0,121186.0,36488.52099999999,24795.3194
2014-07-01,1069366.3800000008,488831.60999999975,176703.5743,155860.84199999998,93908.92700000001,53285.045999999995,91380.0,47288.310000000005,101329.41400000003,1023036.5600000002,1018677.5520000001,408445.12,101182.79899999998,276163.06,90619.30799999999,63323.7258,73575.59,19169.04,718281.539,194081.0,153411.0,69816.076,64025.73130000001,414338.0,99855.0,127838.0,37946.92599999999,26385.0439
2014-08-01,1095454.0800000005,492763.9199999999,178712.41890000002,130158.051,93882.15,52954.168000000005,94941.2,46833.92,106752.10100000002,1041113.1300000001,1000587.6680000001,413452.41000000003,99092.89699999998,282902.3700000001,91034.6761,49599.177,70182.68,18921.449999999997,627524.92,158618.0,140594.0,60540.325000000004,49038.796500000004,394106.0,96393.0,122489.0,35971.049999999996,23097.837699999996
2014-09-01,1073203.17,476733.59999999986,177569.23669999992,147049.848,91403.32699999998,50946.513,90736.9,46988.159999999996,109002.18399999998,1009185.7299999999,964348.04,401353.86,99229.22400000002,272444.31,87350.197,56436.00050000001,69734.79000000001,18146.87,658703.954,175971.0,157324.0,64051.327,52545.43840000001,391693.0,98667.0,130549.0,36824.72500000001,22289.872900000006
2014-10-01,1116824.0870000008,495718.4399999999,182185.86649999997,153199.69499999998,92445.17799999999,46208.07,91486.60000000002,48275.14,108545.05300000001,1056129.0200000005,899242.1,410269.53,105416.788,283010.58,91790.0839,58115.49139999999,72873.3,18121.39,674438.061,180565.4354,164396.0,66157.71399999999,54392.24260000001,410580.0,103699.9936,141549.0,39366.323000000004,23095.033499999994
2014-11-01,1085885.2980000009,480915.9700000001,160300.1846,149953.11,89192.79300000002,48339.215000000004,87806.99999999999,43170.18,98081.415,1023133.6399999994,936482.9260000001,391663.32,98980.21199999998,262589.91000000003,94705.769,59626.9097,64099.61,17746.710000000003,651556.2579999999,172496.0,155345.0,72123.116,63885.0749,392290.0,101679.0,130753.0,37446.312999999995,21564.28220000001
2014-12-01,1113966.8239999996,504785.96,174963.0721,149350.40300000002,92201.60400000004,49891.122,91647.27000000002,41152.25,98049.968,1077581.0900000003,962101.4480000001,423250.83999999997,101226.07800000001,272193.3499999999,96213.2011,61659.579600000005,56355.68,17880.96,660202.896,191776.0,160804.0,73968.951,62751.4981,452489.0,116002.0,149103.0,44443.75099999999,25313.595100000002
2015-01-01,1102512.885,505002.4499999999,172562.42289999998,149871.7194,88852.855,49589.78499999999,88898.0,47202.89,100157.64400000003,1083553.7999999998,949207.8999999999,439391.08999999997,101439.005,282218.02999999997,97835.249,62167.6567,77413.37,18375.8,649266.0,163852.79999999996,137241.0,66015.00300000001,51301.337199999994,423148.0,107193.70999999998,131486.0,44907.64599999999,27442.404099999985
2015-02-01,988139.7230000007,455713.9499999999,153386.97649999996,129988.13900000001,82161.18999999999,43932.3,79610.09999999999,41905.49,89168.339,983653.83,828426.2400000001,402177.37,91856.73100000001,253742.38,91814.24399999999,53783.442,69391.36,17684.149999999994,600375.0,123889.90000000004,119196.0,51583.098,42560.08759999999,382747.0,85109.79999999997,113983.0,36033.893,23456.2697
2015-03-01,1109718.01,505917.7499999999,172293.3729,142955.55000000002,87287.38699999999,48075.617000000006,87903.30000000002,46664.32,100511.42599999999,1099322.52,942428.6290000001,455851.71,100519.65599999999,278928.35000000003,100887.5641,59221.8237,76279.35,20012.070000000003,658595.0,147844.2294,140390.0,54512.7,47728.556500000006,400200.0,84505.8208,125230.0,37323.420999999995,22020.481900000002
2015-04-01,1074795.152,490863.5100000002,170427.45870000002,138246.09499999997,88967.792,46879.633,82839.6,45558.52,67970.64800000003,1068336.0399999998,921325.7409999999,444191.56,103418.79699999998,190252.24,91610.3641,58836.041099999995,74176.47,19115.29,660135.0,155874.4,150634.0,57194.30100000001,55030.514899999995,375560.0,84339.09999999998,122258.0,34788.759999999995,21344.4878
2015-05-01,1125208.7490000005,511475.58,180016.32419999994,142019.23,94836.053,49158.53,82126.5,46500.98,69993.914,1111242.24,975965.3989999999,464149.0,111449.04400000001,197165.25000000003,93943.686,61051.431399999994,75578.25,18832.11,661297.0,155180.09999999998,144054.0,55579.49399999999,54810.6123,376545.0,79146.5,113950.0,32100.452,21252.203100000006
2015-06-01,1084855.8550000002,497811.0799999999,169327.63139999995,137370.59999999998,94923.86799999999,46326.91099999999,78388.80000000002,43726.38,66626.067,1073359.5199999996,932928.7090000001,451719.05,110483.69099999999,191970.64,92847.64090000001,64619.762899999994,67869.02,19095.239999999998,648621.0,184841.7,144366.0,59609.201,58357.9597,358339.0,77429.7,108936.0,31129.350999999995,20391.967599999993
2015-07-01,1117485.205,513705.13,170613.04330000002,139378.066,95745.16400000002,47200.676,78882.33999999998,45710.520000000004,71776.83799999999,1113036.6199999999,948782.2370000001,467267.81,108221.10300000003,199530.38999999996,94269.72100000002,66135.30059999999,70503.73,19997.36,724494.0,191760.1,150406.0,60927.33800000002,64021.8496,386428.0,84240.2,116198.0,33564.538,22019.997500000005
2015-08-01,1108396.8079999997,514420.0669999998,174011.73599999992,139421.2242,88123.41499999998,49465.958000000006,79966.05,39644.36,74454.503,1111880.9200000002,1004086.0799999998,483686.796,113369.409,203677.83999999994,97967.9151,68632.0718,55445.22,19952.84,709687.0,167287.0,144101.0,57502.433999999994,54904.702700000016,383138.0,88664.0,116391.0,33693.611000000004,21777.269599999985
2015-09-01,1087740.1000000006,500714.4599999998,168347.51249999995,134755.547,78306.69200000001,45177.33,76078.64,33916.24,68163.443,1077936.15,923040.64,472061.72000000003,108180.67999999998,198847.40999999997,97516.1961,65624.2942,39077.0,19169.42,672398.0,164634.0,139670.0,57271.707,51931.38190000001,377730.0,89611.0,116724.0,33699.727999999996,21060.74069999999
2015-10-01,1144307.1500000004,520382.22,169165.40840000001,136601.76699999996,89792.6443,45178.356999999996,76878.99,44712.61,69912.318,1120119.9600000002,959547.409,484595.32000000007,115828.92499999997,222156.911,101525.2289,67133.8297,75386.55,20302.22,682599.0,184604.0,147087.0,62702.949,54416.93190000001,396085.0,97788.0,124336.0,35329.53999999999,23572.0236
2015-11-01,1092277.9200000004,502604.2899999999,163311.92699999997,138439.623,87702.031,43638.757,71851.02,36889.450000000004,65393.823,1085587.6400000001,927307.282,465560.54000000004,109400.45900000002,213099.788,94491.69309999999,66648.9108,53431.54,19569.54,656780.0,168525.0,143585.0,67364.11400000002,52780.5484,377242.0,93568.0,115253.0,33188.06499999999,20889.236100000002
2015-12-01,1142637.01,515485.4999999999,160605.50079999995,140558.66,94481.125,36305.810000000005,72420.06000000001,43859.03,64673.058999999994,1130663.8700000006,825067.574,491219.27999999997,115550.00899999998,227040.17100000003,95841.244,66320.07489999999,68904.47,20869.72,668679.0,162891.0,147994.0,68185.643,52493.6171,428897.0,103604.0,132966.0,38222.052,27033.072700000004
2016-01-01,1128851.54,505773.39,154739.76690000002,136770.25950000001,89666.954,43694.626000000004,70125.05,42919.17,61315.37,1137778.6500000004,959081.363,482617.51,111879.63999999996,227996.25100000002,96115.97589999999,67172.8503,71779.73999999999,20012.77,614491.473,161606.0,146440.0,68153.78700000001,56819.17959999999,437657.0,105233.0,135587.0,39891.647999999994,24775.2492
2016-02-01,1044357.2800000004,461322.80000000005,151591.18550000002,122231.71,77254.278,40713.307,64887.619999999995,38447.8,58419.340000000004,1066440.6699999992,909895.0499999999,456300.13999999996,101091.89500000002,217891.65000000002,92314.355,59749.759300000005,61484.34,19097.7,574974.098,162549.0,147548.0,59310.56800000001,49670.9453,414003.0,100757.0,132839.0,37915.964,23776.01360000001
2016-03-01,1129722.9200000002,497379.93000000017,165326.44360000006,135313.268,79180.291,45078.270000000004,68131.5,41368.0,60469.55699999999,1145161.4000000001,1021297.269,485885.56,106263.26199999999,235297.18099999998,98492.5368,65665.87939999999,69828.03,20222.67,647820.204,172131.0,167026.0,75601.3439,56873.613900000004,413760.0,103241.0,138120.0,38552.53680000001,24584.911700000008
2016-04-01,1103720.2500000005,475642.0600000002,161049.8329,130402.46100000001,73414.69399999997,46551.54400000001,61887.299999999996,40590.33,57231.416,1147164.2399999998,974663.0079999998,476792.63,101762.529,225883.48,94882.7791,63576.84969999999,70656.66,19339.280000000002,605214.762,187546.0,182806.0,72213.84500000002,50518.808199999985,370082.0,101574.0,121774.0,35445.022000000004,19459.744100000004
2016-05-01,1076649.919999999,484393.40999999986,157874.67720000003,132105.83000000002,74490.60300000002,45142.028,56812.03,36898.66,58415.462,1166871.4600000004,1052071.2619999999,503544.51999999996,112249.80699999997,234918.43,96436.86200000001,69412.07119999999,63814.28,17440.13,698152.366,214049.0,186322.0,73578.12899999999,63444.88169999998,372940.0,104450.0,123278.0,34248.816999999995,18181.173100000007
2016-06-01,1075678.1299999997,461887.5800000003,145814.8576,128312.46800000001,73509.03099999999,44936.431,49161.849999999984,36773.28,57274.348000000005,1125379.0400000003,1037417.2079999999,483912.76999999996,109507.213,226970.50400000002,94009.3821,65530.8756,55858.3,17561.46,688229.217,193081.0,203664.0,88186.406,55465.5072,359247.0,107719.0,130139.0,37314.97000000001,19122.305900000003
2016-07-01,1145321.4100000006,474118.35999999987,162547.6835,131239.691,76353.85299999999,46401.863,50855.49999999999,44695.93,60488.37099999999,1196017.9399999992,1074151.1009999998,498754.36,109362.396,232241.44,98671.257,70682.6615,76502.35,19306.57,638216.6,181917.0,168741.0,75628.55900000002,51278.8855,395600.0,105976.0,135120.0,35283.62500000001,18844.39919999999
2016-08-01,1138230.36,479794.61999999994,161057.11210000003,128012.12799999997,71016.95799999998,48546.68900000001,51929.96,43326.06,59864.785,1183492.4900000002,1073181.05,490991.02,111893.00499999999,231819.25999999998,100172.008,68787.63620000001,74848.5,18638.42,654566.397,184400.0,174583.0,80752.57199999996,56032.68289999999,387930.0,115138.0,148435.0,36600.429,20356.186199999993
2016-09-01,1108503.5499999996,471923.9400000001,152790.11100000003,131376.23000000004,69303.09500000002,48226.176999999996,50638.96,39990.32,59559.12800000002,1140993.8600000006,1035141.8530000001,471675.74,104470.654,225905.19,95641.021,64865.038100000005,66791.9,18440.73,614899.603,134328.0,170718.0,74851.42500000002,51270.62999999999,376184.0,92125.0,148687.0,36056.33800000001,20578.915299999997
2016-10-01,1140216.5099999993,490898.3500000002,153256.8899,136484.656,71887.20700000001,51809.903,51981.84999999999,41642.96000000001,62593.358000000015,1206829.57,1065209.594,476539.48000000004,108861.68299999999,246060.23,97128.74320000001,69800.533,71566.90999999999,17210.480000000003,617013.392,162290.0,164855.0,66907.05500000001,45829.462499999994,394855.0,111855.0,153218.0,36413.87,20727.7474
2016-11-01,1094565.7599999998,467957.05000000005,150335.79769999994,128599.103,69312.26699999999,43180.988,49376.62999999999,36652.97,33708.009999999995,1257964.7099999997,951546.9629999999,463390.12,108231.056,122960.57500000001,93166.41999999997,67668.8744,62817.3,16840.489999999998,635479.385,182427.0,167997.0,67470.251,48720.97559999999,388277.0,111762.0,152997.0,36741.14699999999,21408.514000000003
2016-12-01,1108013.5699999996,485218.23,149459.49970000001,129811.09000000001,69349.96600000001,46278.839,49830.71000000001,35227.0,33146.555,1274801.94,1034148.6770000001,471565.15,109439.172,131699.588,95362.72799999999,67669.56,50278.47,17988.390000000003,661738.9110000001,191782.0,165895.0,69180.632,48182.0208,440295.0,123452.0,172898.0,42458.23200000001,24423.551
2017-01-01,1119916.7299999997,479034.01000000007,148716.2976,129072.48800000003,67825.541,45494.09000000001,48507.119999999995,40052.990000000005,33160.068,1308890.6900000002,1031311.389,468290.13,110445.806,131679.968,94061.49710000001,67579.55180000002,72410.14,17819.55,607185.3600000001,184870.0,140127.0,55624.861000000004,41765.9171,445406.0,119396.0,157559.0,39999.90700000001,23795.631699999998
2017-02-01,976682.9700000008,435712.5300000002,130392.0422,118821.73799999997,60489.52500000001,32056.340999999993,42238.29,34310.4,29851.37,1174275.2599999998,761878.252,429134.85,99417.41400000002,123125.223,86436.358,59875.4478,64029.520000000004,15311.5,548895.5830000001,148370.0,134210.0,62831.29199999999,37859.53129999999,397697.0,101680.0,143065.0,40739.257999999994,19585.7146
2017-03-01,1084938.15,479418.0500000003,144108.2561,129120.358,64852.875,43617.515000000014,44898.469999999994,37403.21,35808.696,1321652.8999999994,984730.54,471440.61,119838.91,139053.05299999999,92427.818,61271.623,68988.23,18520.539999999997,646316.4519999999,175276.0,168485.0,77406.00400000003,54034.34709999999,428299.0,95143.0,162780.0,44736.517,25217.369
2017-04-01,968069.3900000001,452171.47,136759.2183,117117.19099999996,33264.009,38306.785,44851.56999999999,31735.75,35532.214,1249783.2199999997,1014069.335,456057.33,119958.432,136207.042,90527.579,59586.16509999999,66915.57,17487.430000000004,614297.824,128044.0,159980.0,80814.62400000003,53483.84450000001,407132.0,96239.0,136081.0,42094.18400000001,22754.8507
2017-05-01,1051017.57,477233.5,128686.78700000001,123080.4422,52870.87799999999,41853.49600000001,45448.26000000001,35134.119999999995,35834.585999999996,1293355.85,1003424.441,472595.24999999994,131437.237,140537.98700000002,92643.0201,65493.5924,62879.07,16150.020000000002,681533.538,161243.0,179001.0,81333.834,56937.472299999994,407339.0,101795.0,149936.0,39006.79,23197.486699999998
2017-06-01,984436.4700000001,443486.79,139788.70459999994,117125.98,53431.532999999996,40342.6639,44618.08999999998,28147.309999999998,35227.655,1240063.7099999997,998249.3010000003,453937.0399999999,129143.05600000003,137011.177,90359.8161,60761.9338,59008.22,16331.160000000002,649836.779,172518.0,179809.0,79359.519,58417.54589999999,396798.0,104977.0,149422.0,35814.804,23454.524099999995
2017-07-01,1057930.2599999998,466776.79000000015,151045.73859999998,120986.68500000001,61170.196,43343.630999999994,44790.30999999999,19303.39,36075.687000000005,1283665.5000000007,1063350.9589999998,464780.5,134575.872,142551.928,92343.58979999999,62307.62270000001,59492.45,17229.36,653552.151,173725.0,171889.0,69759.47500000002,52655.221500000014,433633.0,111394.0,153851.0,35862.43220000001,21415.95709999999
2017-08-01,1065766.02,474647.79000000004,146666.82559999998,123680.80399999999,61827.20499999998,43355.087,45011.270000000004,36758.079999999994,36514.89000000001,1280089.33,1042011.022,478804.8,135759.70500000002,144645.36200000002,93501.58480000001,64844.3182,74068.47,17268.65,659916.132,193086.0,168954.0,76433.70600000002,60924.21230000001,424733.0,116842.0,160374.0,40917.68500000001,23323.682899999996
2017-09-01,1045054.0300000006,469611.40999999986,148402.96159999998,121866.401,62227.04,41697.731,44243.86000000001,26046.739999999998,34473.69700000001,1234980.7599999993,1015842.9040000001,457877.45999999996,134306.925,140980.794,91199.353,64169.2537,35208.22,16910.430000000004,652434.835,179777.0,167562.0,77411.737,57545.52620000001,419243.0,115887.0,153589.0,41719.475000000006,21745.8218
2017-10-01,1081240.3200000005,491510.0399999999,152002.43419999996,122274.56399999998,65844.24500000001,43568.866,38697.88,36617.42,35548.682,1264314.9700000002,1048968.421,460796.32999999996,148959.79200000002,138359.177,94193.11399999999,65600.4186,67647.83,17830.0,674070.816,174055.0,171578.0,73674.78700000003,57617.0135,445381.0,114986.0,163889.0,41322.60900000001,23129.856500000005
2017-11-01,1050904.0899999999,478160.31000000006,145650.11800000002,116901.50799999997,62534.976,37314.666000000005,36235.54,33352.91,33888.861999999994,1136004.6,947094.7519999999,431658.83999999997,131374.55,140597.73299999998,90511.5121,63125.8029,68339.75,17047.78,683146.3609999999,180167.0,183015.0,85484.97800000002,62937.58620000001,436435.0,117273.0,160076.0,44725.80800000001,23288.32700000001
2017-12-01,1080193.0000000005,496877.95999999996,147508.332,119701.197,61163.48299999999,38995.325000000004,32139.489999999998,39260.00000000001,33810.563,1225676.6500000018,996623.7850000001,452374.55999999994,142433.20500000002,152488.995,91069.58009999999,58974.8447,104883.88999999998,10745.119999999999,681680.735,180571.0,174636.0,84171.649,52711.19530000001,474920.0,129566.0,175556.0,48412.951,22150.7458
2018-01-01,1074807.3699999999,491979.57999999996,142574.02429999996,115502.715,58323.513,40838.5346,31398.15,36190.649999999994,33851.966,1267350.3500000003,1013645.5030000003,450642.20999999996,144489.703,153676.40999999997,89259.3619,59558.6196,100708.92,10823.73,646834.0,159339.0,161404.0,70346.62200000002,49305.0769,481246.0,116851.0,163343.0,48437.913,21181.422800000004
2018-02-01,980865.6799999998,448054.72000000015,125602.58560000002,103835.58899999998,52763.06099999999,36735.625,27618.34,30298.29,29674.053,1173202.5700000003,900273.8829999998,393290.05,172608.73599999995,139418.463,86601.692,52627.0903,70292.43000000001,9971.36,564893.0,152158.0,142676.0,69691.19300000003,38666.72740000001,431975.0,108539.0,150178.0,44802.363,19698.861500000006
2018-03-01,1099164.44,502883.17999999993,134454.41389999999,112050.674,60063.552,38364.969999999994,31541.78,34611.5,32885.39,1292746.02,977090.2000000002,438297.50999999995,232663.539,148654.206,93333.9848,56668.035500000005,89316.32,9446.789999999999,690171.0,205881.0,189790.0,93750.46999999997,7010.5712,457326.0,125129.0,173900.0,50313.28599999999,1913.9777000000001
2018-04-01,1054720.6300000006,489940.5999999999,131381.2812,106050.29599999999,55085.96400000001,40568.823000000004,30125.38,31342.079999999998,751.63,1267200.0499999998,991477.946,428056.39,237615.05000000002,140696.8,87658.038,52482.65779999999,82546.24,8736.34,664266.0,189717.0,168659.0,96828.97499999999,0.0,431645.0,117024.0,156863.0,45723.452000000005,0.0
2018-05-01,1087867.57,503084.14999999997,132453.9128,107547.638,59963.501,41621.23300000001,30360.879999999997,35650.65,0.0,1204609.6700000004,1017063.3040000001,441174.02,289176.092,0.0,90694.0129,52410.17049999999,94104.51,9282.12,678901.0,182001.0,169993.0,78845.19899999998,0.0,428579.0,128938.0,160865.0,38246.79300000001,0.0
2018-06-01,1048835.0099999998,478142.40000000014,130518.09399999998,102215.71299999999,59663.28300000003,40435.12000000001,29128.18,43140.270000000004,0.0,1239917.7699999998,997853.2999999998,439764.04,313516.90100000007,0.0,91196.927,48918.60919999999,106147.67000000001,8723.22,672203.0,175633.0,159471.0,62757.096,0.0,410902.0,118523.0,162386.0,30881.145999999997,0.0
2018-07-01,1077291.3299999998,496454.59,130466.41680000004,104365.07200000001,65766.414,41023.920000000006,29800.21,45881.66,0.0,1243542.8999999997,1040847.94,472913.12000000005,332110.6890000001,0.0,92208.633,49934.9343,123093.34999999999,9109.37,695702.0,164087.0,150328.0,57442.048,0.0,436120.0,121239.0,161986.0,28251.07,0.0
2018-08-01,1144137.2700000007,496931.8400000001,130122.2315,103466.76999999999,74854.36599999998,40583.24,30114.600000000002,28753.440000000002,0.0,1411850.1299999997,1061573.28,476038.9,379240.91199999995,0.0,91165.8011,48649.61090000001,122277.58,8916.380000000001,707040.0,200596.0,168251.0,58175.66300000001,0.0,429977.0,128604.0,168118.0,29754.851,0.0
2018-09-01,1129275.4500000004,480091.3200000002,125044.90330000002,98087.74799999999,82844.174,41069.98,28398.95,28328.98,0.0,1309299.8300000008,998960.8400000001,463579.21,404882.0940000001,0.0,82658.431,45988.8033,115686.12,8503.59,649163.0,161634.0,137864.0,47867.647999999994,0.0,402213.0,109816.0,140079.0,24745.331000000006,0.0
2018-10-01,1164353.5399999998,501512.6600000001,130372.5961,101290.814,82136.701,45223.44,28114.239999999998,26891.81,0.0,1312333.6299999992,1057111.04,463985.14,467944.1420000001,0.0,88331.47899999999,46890.74480000001,120174.26,8427.19,662454.0,183503.0,155638.0,62766.277,0.0,426796.0,116491.0,157228.0,28935.421000000006,0.0
2018-11-01,1116135.8299999994,496528.04,126606.74500000002,96513.85500000001,78657.14,32898.1,26742.11,20055.5,0.0,1174754.0899999996,792837.5900000001,451485.26999999996,503683.56,0.0,84246.9051,44759.737799999995,92430.63999999998,8073.110000000001,661397.0,167574.0,149222.0,65323.18400000001,0.0,421287.0,106240.0,144414.0,30373.565,0.0
2018-12-01,1159457.9500000002,515827.81999999995,129805.0279,99162.85399999998,74943.99099999998,44473.29000000001,27841.0,22976.97,0.0,1161808.71,987622.9642000002,466936.6099999998,525554.337,0.0,87811.147,45918.7352,122975.45999999999,9115.300000000001,664043.0,181904.0,156325.0,68563.747,0.0,474735.0,121679.0,164939.0,32927.425,0.0
2019-01-01,1161988.9199999997,510389.1500000001,127916.62919999998,98992.868,76400.088,49641.15499999999,27358.44,24662.129999999997,0.0,1181094.1199999999,989588.5800000001,453084.63999999996,512349.84400000004,0.0,85874.1679,45414.1965,114596.86,8658.07,602514.0,177583.0,147795.0,67677.048,0.0,460051.0,113026.0,153170.0,36545.049,0.0
2019-02-01,1056728.1400000006,466739.3600000001,113594.95089999998,88211.976,65341.41499999999,38412.258,23868.489999999998,22837.97,0.0,1117297.5899999999,940425.5900000002,426787.65,508810.331,0.0,77992.963,41397.65369999999,108024.15,7121.299999999999,584737.0,174289.0,148810.0,61994.556,0.0,424651.0,106592.0,146529.0,35111.858,0.0
