id,indice_tiempo,produccion_petroleo_crudo_ypf_sa,produccion_petroleo_crudo_pan_american_energy_llc,produccion_petroleo_crudo_pluspetrol_sa,produccion_petroleo_crudo_sinopec_argentina,produccion_petroleo_crudo_tecpetrol_sa,produccion_petroleo_crudo_total_austral_sa,produccion_petroleo_crudo_chevron_argentina_srl,produccion_petroleo_crudo_enap_sipetrol_argentina_sa,produccion_petroleo_crudo_petrobras_argentina_sa,produccion_gas_natural_ypf_sa,produccion_gas_natural_pan_american_energy_llc,produccion_gas_natural_pluspetrol_sa,produccion_gas_natural_sinopec_argentina_exploration,produccion_gas_natural_tecpetrol_sa,produccion_gas_natural_total_austral_sa,produccion_gas_natural_chevron_argentina_srl,produccion_gas_natural_enap_sipetrol_argentina_sa,produccion_gas_natural_petrobras_argentina_sa,ventas_gasoil_ypf,ventas_gasoil_essoaxion,ventas_gasoil_shell,ventas_gasoil_petrobras,ventas_gasoil_oil,ventas_naftas_ypf,ventas_naftas_essoaxion,ventas_naftas_shell,ventas_naftas_petrobras,ventas_naftas_oil
197,2015-05-01,1125208.75,511475.58,180016.32,142019.23,94836.05,49158.53,82126.5,46500.98,69993.91,1111242.24,975965.4,464149.0,111449.04,197165.25,93943.69,61051.43,75578.25,18832.11,661297.0,155180.1,144054.0,55579.49,54810.61,376545.0,79146.5,113950.0,32100.45,21252.2
198,2015-06-01,1084855.86,497811.08,169327.63,137370.6,94923.87,46326.91,78388.8,43726.38,66626.07,1073359.52,932928.71,451719.05,110483.69,191970.64,92847.64,64619.76,67869.02,19095.24,648621.0,184841.7,144366.0,59609.2,58357.96,358339.0,77429.7,108936.0,31129.35,20391.97
199,2015-07-01,1117485.2,513705.13,170613.04,139378.07,95745.16,47200.68,78882.34,45710.52,71776.84,1113036.62,948782.24,467267.81,108221.1,199530.39,94269.72,66135.3,70503.73,19997.36,724494.0,191760.1,150406.0,60927.34,64021.85,386428.0,84240.2,116198.0,33564.54,22020.0
200,2015-08-01,1108396.81,514420.07,174011.74,139421.22,88123.41,49465.96,79966.05,39644.36,74454.5,1111880.92,1004086.08,483686.8,113369.41,203677.84,97967.92,68632.07,55445.22,19952.84,709687.0,167287.0,144101.0,57502.43,54904.7,383138.0,88664.0,116391.0,33693.61,21777.27
201,2015-09-01,1087740.1,500714.46,168347.51,134755.55,78306.69,45177.33,76078.64,33916.24,68163.44,1077936.15,923040.64,472061.72,108180.68,198847.41,97516.2,65624.29,39077.0,19169.42,672398.0,164634.0,139670.0,57271.71,51931.38,377730.0,89611.0,116724.0,33699.73,21060.74
202,2015-10-01,1144307.15,520382.22,169165.41,136601.77,89792.64,45178.36,76878.99,44712.61,69912.32,1120119.96,959547.41,484595.32,115828.92,222156.91,101525.23,67133.83,75386.55,20302.22,682599.0,184604.0,147087.0,62702.95,54416.93,396085.0,97788.0,124336.0,35329.54,23572.02
203,2015-11-01,1092277.92,502604.29,163311.93,138439.62,87702.03,43638.76,71851.02,36889.45,65393.82,1085587.64,927307.28,465560.54,109400.46,213099.79,94491.69,66648.91,53431.54,19569.54,656780.0,168525.0,143585.0,67364.11,52780.55,377242.0,93568.0,115253.0,33188.06,20889.24
204,2015-12-01,1142637.01,515485.5,160605.5,140558.66,94481.12,36305.81,72420.06,43859.03,64673.06,1130663.87,825067.57,491219.28,115550.01,227040.17,95841.24,66320.07,68904.47,20869.72,668679.0,162891.0,147994.0,68185.64,52493.62,428897.0,103604.0,132966.0,38222.05,27033.07
205,2016-01-01,1128851.54,505773.39,154739.77,136770.26,89666.95,43694.63,70125.05,42919.17,61315.37,1137778.65,959081.36,482617.51,111879.64,227996.25,96115.98,67172.85,71779.74,20012.77,614491.47,161606.0,146440.0,68153.79,56819.18,437657.0,105233.0,135587.0,39891.65,24775.25
206,2016-02-01,1044357.28,461322.8,151591.19,122231.71,77254.28,40713.31,64887.62,38447.8,58419.34,1066440.67,909895.05,456300.14,101091.9,217891.65,92314.36,59749.76,61484.34,19097.7,574974.1,162549.0,147548.0,59310.57,49670.95,414003.0,100757.0,132839.0,37915.96,23776.01
207,2016-03-01,1129722.92,497379.93,165326.44,135313.27,79180.29,45078.27,68131.5,41368.0,60469.56,1145161.4,1021297.27,485885.56,106263.26,235297.18,98492.54,65665.88,69828.03,20222.67,647820.2,172131.0,167026.0,75601.34,56873.61,413760.0,103241.0,138120.0,38552.54,24584.91
208,2016-04-01,1103720.25,475642.06,161049.83,130402.46,73414.69,46551.54,61887.3,40590.33,57231.42,1147164.24,974663.01,476792.63,101762.53,225883.48,94882.78,63576.85,70656.66,19339.28,605214.76,187546.0,182806.0,72213.85,50518.81,370082.0,101574.0,121774.0,35445.02,19459.74
209,2016-05-01,1076649.92,484393.41,157874.68,132105.83,74490.6,45142.03,56812.03,36898.66,58415.46,1166871.46,1052071.26,503544.52,112249.81,234918.43,96436.86,69412.07,63814.28,17440.13,698152.37,214049.0,186322.0,73578.13,63444.88,372940.0,104450.0,123278.0,34248.82,18181.17
210,2016-06-01,1075678.13,461887.58,145814.86,128312.47,73509.03,44936.43,49161.85,36773.28,57274.35,1125379.04,1037417.21,483912.77,109507.21,226970.5,94009.38,65530.88,55858.3,17561.46,688229.22,193081.0,203664.0,88186.41,55465.51,359247.0,107719.0,130139.0,37314.97,19122.31
211,2016-07-01,1145321.41,474118.36,162547.68,131239.69,76353.85,46401.86,50855.5,44695.93,60488.37,1196017.94,1074151.1,498754.36,109362.4,232241.44,98671.26,70682.66,76502.35,19306.57,638216.6,181917.0,168741.0,75628.56,51278.89,395600.0,105976.0,135120.0,35283.63,18844.4
212,2016-08-01,1138230.36,479794.62,161057.11,128012.13,71016.96,48546.69,51929.96,43326.06,59864.78,1183492.49,1073181.05,490991.02,111893.0,231819.26,100172.01,68787.64,74848.5,18638.42,654566.4,184400.0,174583.0,80752.57,56032.68,387930.0,115138.0,148435.0,36600.43,20356.19
213,2016-09-01,1108503.55,471923.94,152790.11,131376.23,69303.1,48226.18,50638.96,39990.32,59559.13,1140993.86,1035141.85,471675.74,104470.65,225905.19,95641.02,64865.04,66791.9,18440.73,614899.6,134328.0,170718.0,74851.43,51270.63,376184.0,92125.0,148687.0,36056.34,20578.92
214,2016-10-01,1140216.51,490898.35,153256.89,136484.66,71887.21,51809.9,51981.85,41642.96,62593.36,1206829.57,1065209.59,476539.48,108861.68,246060.23,97128.74,69800.53,71566.91,17210.48,617013.39,162290.0,164855.0,66907.06,45829.46,394855.0,111855.0,153218.0,36413.87,20727.75
215,2016-11-01,1094565.76,467957.05,150335.8,128599.1,69312.27,43180.99,49376.63,36652.97,33708.01,1257964.71,951546.96,463390.12,108231.06,122960.58,93166.42,67668.87,62817.3,16840.49,635479.38,182427.0,167997.0,67470.25,48720.98,388277.0,111762.0,152997.0,36741.15,21408.51
216,2016-12-01,1108013.57,485218.23,149459.5,129811.09,69349.97,46278.84,49830.71,35227.0,33146.56,1274801.94,1034148.68,471565.15,109439.17,131699.59,95362.73,67669.56,50278.47,17988.39,661738.91,191782.0,165895.0,69180.63,48182.02,440295.0,123452.0,172898.0,42458.23,24423.55
217,2017-01-01,1119916.73,479034.01,148716.3,129072.49,67825.54,45494.09,48507.12,40052.99,33160.07,1308890.69,1031311.39,468290.13,110445.81,131679.97,94061.5,67579.55,72410.14,17819.55,607185.36,184870.0,140127.0,55624.86,41765.92,445406.0,119396.0,157559.0,39999.91,23795.63
218,2017-02-01,976682.97,435712.53,130392.04,118821.74,60489.53,32056.34,42238.29,34310.4,29851.37,1174275.26,761878.25,429134.85,99417.41,123125.22,86436.36,59875.45,64029.52,15311.5,548895.58,148370.0,134210.0,62831.29,37859.53,397697.0,101680.0,143065.0,40739.26,19585.71
219,2017-03-01,1084938.15,479418.05,144108.26,129120.36,64852.88,43617.52,44898.47,37403.21,35808.7,1321652.9,984730.54,471440.61,119838.91,139053.05,92427.82,61271.62,68988.23,18520.54,646316.45,175276.0,168485.0,77406.0,54034.35,428299.0,95143.0,162780.0,44736.52,25217.37
220,2017-04-01,968069.39,452171.47,136759.22,117117.19,33264.01,38306.79,44851.57,31735.75,35532.21,1249783.22,1014069.34,456057.33,119958.43,136207.04,90527.58,59586.17,66915.57,17487.43,614297.82,128044.0,159980.0,80814.62,53483.84,407132.0,96239.0,136081.0,42094.18,22754.85
221,2017-05-01,1051017.57,477233.5,128686.79,123080.44,52870.88,41853.5,45448.26,35134.12,35834.59,1293355.85,1003424.44,472595.25,131437.24,140537.99,92643.02,65493.59,62879.07,16150.02,681533.54,161243.0,179001.0,81333.83,56937.47,407339.0,101795.0,149936.0,39006.79,23197.49
222,2017-06-01,984436.47,443486.79,139788.7,117125.98,53431.53,40342.66,44618.09,28147.31,35227.66,1240063.71,998249.3,453937.04,129143.06,137011.18,90359.82,60761.93,59008.22,16331.16,649836.78,172518.0,179809.0,79359.52,58417.55,396798.0,104977.0,149422.0,35814.8,23454.52
223,2017-07-01,1057930.26,466776.79,151045.74,120986.68,61170.2,43343.63,44790.31,19303.39,36075.69,1283665.5,1063350.96,464780.5,134575.87,142551.93,92343.59,62307.62,59492.45,17229.36,653552.15,173725.0,171889.0,69759.48,52655.22,433633.0,111394.0,153851.0,35862.43,21415.96
224,2017-08-01,1065766.02,474647.79,146666.83,123680.8,61827.2,43355.09,45011.27,36758.08,36514.89,1280089.33,1042011.02,478804.8,135759.71,144645.36,93501.58,64844.32,74068.47,17268.65,659916.13,193086.0,168954.0,76433.71,60924.21,424733.0,116842.0,160374.0,40917.69,23323.68
225,2017-09-01,1045054.03,469611.41,148402.96,121866.4,62227.04,41697.73,44243.86,26046.74,34473.7,1234980.76,1015842.9,457877.46,134306.92,140980.79,91199.35,64169.25,35208.22,16910.43,652434.84,179777.0,167562.0,77411.74,57545.53,419243.0,115887.0,153589.0,41719.48,21745.82
226,2017-10-01,1081240.32,491510.04,152002.43,122274.56,65844.25,43568.87,38697.88,36617.42,35548.68,1264314.97,1048968.42,460796.33,148959.79,138359.18,94193.11,65600.42,67647.83,17830.0,674070.82,174055.0,171578.0,73674.79,57617.01,445381.0,114986.0,163889.0,41322.61,23129.86
227,2017-11-01,1050904.09,478160.31,145650.12,116901.51,62534.98,37314.67,36235.54,33352.91,33888.86,1136004.6,947094.75,431658.84,131374.55,140597.73,90511.51,63125.8,68339.75,17047.78,683146.36,180167.0,183015.0,85484.98,62937.59,436435.0,117273.0,160076.0,44725.81,23288.33
228,2017-12-01,1080193.0,496877.96,147508.33,119701.2,61163.48,38995.32,32139.49,39260.0,33810.56,1225676.65,996623.78,452374.56,142433.21,152489.0,91069.58,58974.84,104883.89,10745.12,681680.74,180571.0,174636.0,84171.65,52711.2,474920.0,129566.0,175556.0,48412.95,22150.75
229,2018-01-01,1074807.37,491979.58,142574.02,115502.72,58323.51,40838.53,31398.15,36190.65,33851.97,1267350.35,1013645.5,450642.21,144489.7,153676.41,89259.36,59558.62,100708.92,10823.73,646834.0,159339.0,161404.0,70346.62,49305.08,481246.0,116851.0,163343.0,48437.91,21181.42
230,2018-02-01,980865.68,448054.72,125602.59,103835.59,52763.06,36735.62,27618.34,30298.29,29674.05,1173202.57,900273.88,393290.05,172608.74,139418.46,86601.69,52627.09,70292.43,9971.36,564893.0,152158.0,142676.0,69691.19,38666.73,431975.0,108539.0,150178.0,44802.36,19698.86
231,2018-03-01,1099164.44,502883.18,134454.41,112050.67,60063.55,38364.97,31541.78,34611.5,32885.39,1292746.02,977090.2,438297.51,232663.54,148654.21,93333.98,56668.04,89316.32,9446.79,690171.0,205881.0,189790.0,93750.47,7010.57,457326.0,125129.0,173900.0,50313.29,1913.98
232,2018-04-01,1054720.63,489940.6,131381.28,106050.3,55085.96,40568.82,30125.38,31342.08,751.63,1267200.05,991477.95,428056.39,237615.05,140696.8,87658.04,52482.66,82546.24,8736.34,664266.0,189717.0,168659.0,96828.98,0.0,431645.0,117024.0,156863.0,45723.45,0.0
233,2018-05-01,1087867.57,503084.15,132453.91,107547.64,59963.5,41621.23,30360.88,35650.65,0.0,1204609.67,1017063.3,441174.02,289176.09,0.0,90694.01,52410.17,94104.51,9282.12,678901.0,182001.0,169993.0,78845.2,0.0,428579.0,128938.0,160865.0,38246.79,0.0
234,2018-06-01,1048835.01,478142.4,130518.09,102215.71,59663.28,40435.12,29128.18,43140.27,0.0,1239917.77,997853.3,439764.04,313516.9,0.0,91196.93,48918.61,106147.67,8723.22,672203.0,175633.0,159471.0,62757.1,0.0,410902.0,118523.0,162386.0,30881.15,0.0
235,2018-07-01,1077291.33,496454.59,130466.42,104365.07,65766.41,41023.92,29800.21,45881.66,0.0,1243542.9,1040847.94,472913.12,332110.69,0.0,92208.63,49934.93,123093.35,9109.37,695702.0,164087.0,150328.0,57442.05,0.0,436120.0,121239.0,161986.0,28251.07,0.0
236,2018-08-01,1144137.27,496931.84,130122.23,103466.77,74854.37,40583.24,30114.6,28753.44,0.0,1411850.13,1061573.28,476038.9,379240.91,0.0,91165.8,48649.61,122277.58,8916.38,707040.0,200596.0,168251.0,58175.66,0.0,429977.0,128604.0,168118.0,29754.85,0.0
237,2018-09-01,1129275.45,480091.32,125044.9,98087.75,82844.17,41069.98,28398.95,28328.98,0.0,1309299.83,998960.84,463579.21,404882.09,0.0,82658.43,45988.8,115686.12,8503.59,649163.0,161634.0,137864.0,47867.65,0.0,402213.0,109816.0,140079.0,24745.33,0.0
238,2018-10-01,1164353.54,501512.66,130372.6,101290.81,82136.7,45223.44,28114.24,26891.81,0.0,1312333.63,1057111.04,463985.14,467944.14,0.0,88331.48,46890.74,120174.26,8427.19,662454.0,183503.0,155638.0,62766.28,0.0,426796.0,116491.0,157228.0,28935.42,0.0
239,2018-11-01,1116135.83,496528.04,126606.75,96513.86,78657.14,32898.1,26742.11,20055.5,0.0,1174754.09,792837.59,451485.27,503683.56,0.0,84246.91,44759.74,92430.64,8073.11,661397.0,167574.0,149222.0,65323.18,0.0,421287.0,106240.0,144414.0,30373.56,0.0
240,2018-12-01,1159457.95,515827.82,129805.03,99162.85,74943.99,44473.29,27841.0,22976.97,0.0,1161808.71,987622.96,466936.61,525554.34,0.0,87811.15,45918.74,122975.46,9115.3,664043.0,181904.0,156325.0,68563.75,0.0,474735.0,121679.0,164939.0,32927.43,0.0
241,2019-01-01,1161988.92,510389.15,127916.63,98992.87,76400.09,49641.15,27358.44,24662.13,0.0,1181094.12,989588.58,453084.64,512349.84,0.0,85874.17,45414.2,114596.86,8658.07,602514.0,177583.0,147795.0,67677.05,0.0,460051.0,113026.0,153170.0,36545.05,0.0
242,2019-02-01,1056728.14,466739.36,113594.95,88211.98,65341.41,38412.26,23868.49,22837.97,0.0,1117297.59,940425.59,426787.65,508810.33,0.0,77992.96,41397.65,108024.15,7121.3,584737.0,174289.0,148810.0,61994.56,0.0,424651.0,106592.0,146529.0,35111.86,0.0
243,2019-03-01,1162910.3,516819.65,131024.27,96885.06,71100.29,40521.43,26819.07,27064.63,0.0,1116237.2,992395.48,457028.23,555552.54,0.0,88213.28,45780.57,124667.26,7920.58,646377.0,210810.0,160412.0,61747.18,0.0,446361.0,117974.0,154770.0,36954.38,0.0
244,2019-04-01,1129886.64,503186.37,124071.68,93756.3,67222.27,42936.66,26330.95,27974.53,0.0,1177978.44,973269.61,437167.84,505458.06,0.0,83544.62,44948.3,121822.97,6506.72,635028.0,198305.0,171724.0,67240.0,0.0,410740.0,109346.0,144651.0,36547.67,0.0
245,2019-05-01,1164091.36,514552.05,129650.36,94875.47,70484.27,46698.82,27037.68,29500.22,0.0,1306345.39,1074166.41,457215.12,514228.53,0.0,85770.96,44631.1,127149.04,6768.05,647402.0,201999.0,163708.0,62990.33,0.0,421253.0,115765.0,152704.0,31225.21,0.0
246,2019-06-01,1104905.97,499335.68,125775.96,91096.7,64777.81,44958.23,24673.73,30094.73,0.0,1315220.8,1037550.25,435356.32,548759.16,0.0,77847.44,42422.99,125270.06,6604.24,591846.0,185156.0,153045.0,77488.3,0.0,393893.0,108981.0,142040.0,33050.58,0.0
247,2019-07-01,1158714.13,508675.54,126678.33,96771.62,70037.37,49309.32,27077.75,30779.43,0.0,1395223.54,1130228.75,458328.53,573308.05,0.0,78079.75,44835.75,126724.78,7401.38,645362.0,213047.0,177458.0,83217.32,0.0,429720.0,119298.0,163109.0,37782.1,0.0
248,2019-08-01,1183217.21,520971.79,126620.02,94598.86,72543.53,50829.55,27119.85,30364.03,0.0,1408621.7,1093075.73,453235.18,559010.1,0.0,79471.62,45286.19,128395.12,7208.15,655666.0,207292.0,169697.0,79639.63,0.0,424457.0,117465.0,160899.0,38708.06,0.0
249,2019-09-01,1137765.28,505600.38,127923.33,90467.66,71782.2,49372.72,25892.32,28576.65,0.0,1312062.83,977825.49,418225.66,469837.5,0.0,90417.53,42649.89,123400.99,6778.03,612193.0,169349.0,163393.0,72053.38,0.0,402673.0,107594.0,154718.0,38411.11,0.0
250,2019-10-01,1168835.52,530432.71,138893.73,92704.16,73057.4,50132.87,26961.22,27993.43,0.0,1310173.88,1062293.82,436217.77,545358.54,0.0,110400.75,41142.6,124813.63,6975.85,643630.0,175279.0,174174.0,75332.27,0.0,430700.0,114087.0,172872.0,43051.72,0.0
251,2019-11-01,1133736.78,509724.26,137803.95,90960.71,68947.97,46183.03,26606.11,27616.21,0.0,1195635.24,930374.15,401110.45,343891.95,0.0,116836.54,38257.27,120674.53,6909.91,647968.0,190528.0,162555.0,77823.07,0.0,420409.0,118715.0,156952.0,41821.49,0.0
252,2019-12-01,1166796.47,527152.0,143952.67,92983.02,71764.32,47851.9,26372.22,27401.33,0.0,1208216.44,949185.41,389651.47,391525.1,0.0,137756.2,38499.03,122946.85,7188.02,641303.0,188528.0,167166.0,76238.77,0.0,454758.0,122421.0,173186.0,43315.23,0.0
253,2020-01-01,1160731.45,525878.5,140495.78,90464.27,70173.6,44154.67,26123.07,29222.41,0.0,1207810.48,950440.39,410495.36,468646.73,0.0,141479.86,38237.69,122559.34,6941.83,599725.0,170516.0,154736.0,63087.24,0.0,452780.0,121718.0,159480.0,43519.15,0.0
254,2020-02-01,1099809.43,493032.17,128463.31,80418.74,62728.14,39742.45,24650.78,28493.2,0.0,1078543.03,897631.28,389624.34,418021.73,0.0,123027.73,33892.82,113056.37,6634.03,554779.0,164568.0,152967.0,66505.03,0.0,428522.0,110867.0,159750.0,42597.12,0.0
255,2020-03-01,1193978.09,537090.87,140435.11,88351.49,66906.94,41705.79,24155.48,26032.78,0.0,1144302.19,985701.07,417638.38,395540.44,0.0,152391.86,37031.77,100942.44,6741.7,504755.0,149034.0,132499.0,81984.65,0.0,297892.0,85655.0,118220.0,32465.02,0.0
256,2020-04-01,1041721.35,514304.78,98675.54,78595.22,45024.81,32964.61,23994.44,18613.35,0.0,1011838.38,844793.15,392623.83,330985.32,0.0,143642.22,34079.44,118740.59,6838.58,409332.0,136176.0,118111.0,83079.01,0.0,121662.0,40070.0,47132.0,17055.92,0.0
257,2020-05-01,1008990.86,518675.56,115872.31,75458.03,45306.61,39541.96,24887.18,20958.51,0.0,1054832.31,1035387.22,418916.24,406849.74,0.0,141103.26,31804.69,121798.66,7077.88,534777.0,196535.0,134813.0,68012.98,0.0,194759.0,60147.0,77588.0,24294.05,0.0
258,2020-06-01,1033800.74,486659.93,120869.07,67813.53,56632.9,40047.4,23686.17,26897.53,0.0,1000522.76,1030431.76,401730.55,448619.43,0.0,139346.9,29818.09,120811.08,6296.51,496413.0,155527.0,141582.0,69301.23,0.0,237768.0,69658.0,99764.0,28352.67,0.0
259,2020-07-01,1083373.4,499905.31,129092.56,66289.33,60381.62,43746.12,23402.52,26112.98,0.0,1037426.95,1055675.09,401954.49,513175.22,0.0,141717.67,28991.18,124467.48,6351.62,599639.0,180161.0,166009.0,73698.22,0.0,256738.0,76664.0,109256.0,31429.68,0.0
260,2020-08-01,1083050.48,497008.34,128817.72,66381.91,60442.73,48738.88,23731.05,25827.76,0.0,1027289.7,1057987.38,397474.19,490429.47,0.0,142147.31,25883.94,119201.88,6691.51,678145.0,184649.0,143469.0,77987.9,0.0,261561.0,82320.0,114915.0,28312.43,0.0
261,2020-09-01,1025788.91,486681.06,122856.36,69532.02,59625.11,47006.69,22918.32,23833.97,0.0,978889.98,1015948.44,393509.26,400546.07,0.0,135506.86,28038.54,117637.71,6260.71,505257.0,170514.0,147936.0,69222.83,0.0,260594.0,85155.0,118443.0,28603.98,0.0
262,2020-10-01,1045597.79,507285.62,124373.19,71563.73,59942.45,50127.66,23324.64,23763.91,0.0,977226.39,1041343.63,397521.7,441460.28,0.0,136343.82,29211.79,118073.06,6721.77,523451.0,161770.0,151773.0,68091.67,0.0,294538.0,93157.0,126357.0,31835.31,0.0
263,2020-11-01,1011750.54,484952.87,119160.29,70381.48,56496.35,46618.86,24149.52,19733.57,0.0,900130.22,1006990.99,384030.27,335483.88,0.0,124346.4,27876.41,91597.76,6200.8,542974.0,160052.0,159760.0,77250.94,0.0,319958.0,96539.0,137938.0,35220.16,0.0
264,2020-12-01,1069957.13,502614.94,114288.33,71957.52,57478.96,45463.63,29685.84,24004.62,0.0,918566.77,975302.79,392353.73,347212.55,0.0,123118.63,28403.91,115651.5,6701.98,579348.0,149451.0,174729.0,82717.69,0.0,416995.0,101676.0,175786.0,44162.52,0.0
265,2021-01-01,1115447.61,495042.57,114826.8,71471.95,57119.78,46562.36,32948.24,22479.38,0.0,910857.16,1009848.11,389302.93,405389.36,0.0,119023.2,28939.42,106893.43,7961.81,547394.0,145767.0,151379.0,62774.61,0.0,400101.0,105444.0,154559.0,39409.19,0.0
266,2021-02-01,1022046.9,444582.6,118335.92,64404.6,52807.92,40140.24,31268.81,20932.88,0.0,814558.04,897004.93,341891.09,352572.16,0.0,113814.33,25647.52,97848.74,6220.92,499709.0,149087.0,146747.0,68585.91,0.0,374478.0,97865.0,150192.0,35994.14,0.0
267,2021-03-01,1164948.2,485092.73,132396.13,64889.78,60493.28,43910.71,35447.0,21291.21,0.0,923300.82,950083.12,394486.53,406341.3,0.0,123097.32,26918.47,99650.65,7551.51,641360.0,185964.0,180144.0,91741.67,0.0,402710.0,109540.0,167528.0,41008.89,0.0
268,2021-04-01,1129987.58,466875.68,127461.72,67769.89,57184.82,36579.27,33206.94,22065.42,0.0,899251.56,941728.37,398513.36,363506.45,0.0,111828.36,25756.25,103724.75,6356.42,584396.0,188014.0,173719.0,98267.96,0.0,340728.0,95464.0,140730.0,35712.21,0.0
269,2021-05-01,1161269.98,490169.16,127901.55,69586.51,60393.86,44581.04,32361.88,21582.99,0.0,1029383.11,982256.37,415992.11,435278.64,0.0,125898.08,28450.87,101933.79,10252.98,608637.0,184423.0,190123.0,98140.07,0.0,297269.0,82390.0,124960.0,32201.59,0.0
270,2021-06-01,1113216.81,475048.72,126855.63,64075.21,63874.6,38950.34,30096.03,20752.64,0.0,1071703.83,920517.41,419239.21,491243.63,0.0,151268.05,26777.57,98121.81,9527.79,594356.0,177989.0,200436.0,81248.23,0.0,313109.0,88456.0,135186.0,30385.88,0.0
271,2021-07-01,1147062.86,492424.44,146821.89,68773.18,72563.29,41721.55,32994.27,20679.07,0.0,1153004.34,967551.96,422103.63,539371.25,0.0,165345.2,28495.12,99059.87,10685.71,672154.0,212578.0,184042.0,95255.78,0.0,391011.0,109096.0,159935.0,37119.12,0.0
272,2021-08-01,1152790.62,497511.37,144384.15,68734.33,69767.07,39698.73,35864.12,20689.41,0.0,1179214.66,954820.85,434616.84,572476.51,0.0,176023.63,28233.24,104882.57,11513.95,629618.0,194319.0,189466.0,75262.67,0.0,393430.0,112231.0,166177.0,38247.05,0.0
273,2021-09-01,1170063.6,484661.8,136528.42,65903.0,68084.65,36725.43,36237.09,19374.04,0.0,1162404.09,910792.88,403328.77,527140.79,0.0,170877.84,26773.01,100110.55,11621.89,632276.0,185186.0,183318.0,81276.64,0.0,396782.0,112215.0,167293.0,39106.0,0.0
274,2021-10-01,1244904.14,483454.78,139347.94,67329.92,76217.12,35171.4,37563.25,18770.84,0.0,1124777.73,913641.55,417515.35,506408.02,0.0,183244.08,28166.39,99761.04,11541.89,661243.0,187649.0,187781.0,84030.99,0.0,433518.0,119932.0,178576.0,39060.22,0.0
275,2021-11-01,1219581.87,490581.12,130953.99,66811.42,78774.46,34391.0,34275.28,18570.91,0.0,1111371.43,883886.45,403903.62,484124.98,0.0,182986.88,27364.69,96785.75,10495.21,680108.0,190020.0,189686.0,88975.76,0.0,432773.0,118714.0,180342.0,39619.68,0.0
276,2021-12-01,1271736.81,508875.79,133273.52,70836.62,72585.92,35888.71,32844.81,14339.45,0.0,1156242.27,945498.58,440170.54,486140.0,0.0,180695.13,28045.77,80490.95,10360.28,689603.0,198273.0,200176.0,98115.66,0.0,488146.0,135845.0,203604.0,44155.86,0.0
277,2022-01-01,1297780.55,506212.98,134879.14,69962.35,67402.23,35681.97,28412.13,16414.36,0.0,1181465.77,927171.18,455737.51,478710.76,0.0,182030.27,27236.08,90913.05,8670.43,632339.0,174436.0,172018.0,78336.3,0.0,447494.0,114430.0,175047.0,40906.78,0.0
278,2022-02-01,1162477.0,467937.28,120004.99,64584.26,57184.82,31450.14,25227.04,14497.17,0.0,1044204.48,846589.23,405067.77,386188.18,0.0,156247.19,25818.78,86594.65,7396.05,626172.0,163960.0,196415.0,75005.41,0.0,433302.0,113536.0,175243.0,39115.49,0.0
279,2022-03-01,1324700.53,510232.88,128076.47,71900.66,64576.43,27534.98,25155.01,15836.86,0.0,1162283.45,783247.55,454145.95,538745.12,0.0,160413.48,30817.66,88352.37,7377.24,673058.0,196821.0,201405.0,89123.37,0.0,445933.0,126023.0,187897.0,41493.93,0.0
280,2022-04-01,1308062.65,498227.97,125338.73,69315.84,62493.44,31692.4,18069.96,15052.98,0.0,1100569.59,839132.98,433460.58,539567.85,0.0,156750.93,30545.99,84479.25,5277.18,734742.0,183613.0,204211.0,110211.22,0.0,430899.0,117039.0,183736.0,40765.36,0.0
281,2022-05-01,1354561.23,514338.1,137394.42,70953.29,66800.12,33373.95,21687.92,17266.88,0.0,1130274.15,951424.65,496316.52,623470.17,0.0,182428.66,34355.68,89045.15,6773.62,727272.0,173559.0,205946.0,109116.55,0.0,424092.0,107017.0,181015.0,39961.74,0.0
282,2022-06-01,1292565.75,498428.69,128325.44,66886.85,61870.78,31637.74,24043.78,16615.69,0.0,1126601.26,916445.1,513153.78,619143.47,0.0,170763.54,32083.99,88303.08,7697.38,707816.0,182068.0,208910.0,94895.59,0.0,426237.0,112272.0,184766.0,40558.27,0.0
283,2022-07-01,1353462.78,512424.72,136384.04,71596.39,62922.95,34483.99,27368.53,15745.77,0.0,1167780.56,952705.57,539877.49,643658.27,0.0,177621.14,33958.86,89874.3,9118.64,738107.0,183971.0,201899.0,95642.85,0.0,452132.0,113197.0,193063.0,40954.3,0.0
284,2022-08-01,1364779.72,495998.42,141370.97,73460.74,65508.48,33801.37,26760.44,15569.64,0.0,1156743.54,974767.94,564736.59,636173.78,0.0,183853.14,38703.64,88714.88,9144.54,729086.0,185133.0,199096.0,87553.3,0.0,448670.0,114760.0,200362.0,41647.99,0.0
285,2022-09-01,1340128.48,487969.57,133143.45,71242.12,61395.63,32282.19,25890.32,14977.47,0.0,1031554.16,947317.55,529467.24,585564.42,0.0,173536.77,40758.7,88701.26,8754.0,689931.0,187135.0,196181.0,82892.96,0.0,435990.0,115021.0,193646.0,41002.34,0.0
286,2022-10-01,1430366.7,509706.97,139602.56,0.0,64721.83,30966.38,26219.22,15854.98,0.0,1094521.89,961821.32,526130.48,513399.12,0.0,176208.55,0.0,90409.12,8458.42,685765.0,177672.0,188268.0,75593.39,0.0,461430.0,116284.0,195233.0,40933.19,0.0
